日期,縣市別代碼,行政區域代碼,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,緯度,經度
20180302,67000,67000370,西賢里,住宅,50,0,17,13,30,0,0,0,0,0,0,0,23.0039814,120.1719199
20180316,67000,67000370,西賢里,住宅,50,0,1,10,11,0,0,0,0,0,0,0,23.0039814,120.1719199
20180330,67000,67000370,西賢里,住宅,50,0,7,21,28,0,0,0,0,0,0,0,23.0039814,120.1719199
20180406,67000,67000370,西賢里,住宅,50,1,17,12,29,0,1,1,2,1,3,2,23.0039814,120.1719199
20180406,67000,67000370,西賢里,住宅,59,0,41,8,49,0,0,0,0,0,0,0,23.0039814,120.1719199
20180419,67000,67000370,西賢里,住宅,50,0,16,18,34,0,0,0,0,0,0,0,23.0039814,120.1719199
20180425,67000,67000370,西賢里,住宅,50,1,6,9,15,0,1,1,2,1,7,3,23.0039814,120.1719199
20180430,67000,67000370,西賢里,住宅,50,0,6,9,15,0,0,0,0,0,0,0,120.1719199,23.0039814
20180506,67000,67000370,西賢里,住宅,71,0,0,6,6,0,0,0,0,0,0,0,23.0039814,120.1719199
20180509,67000,67000370,西賢里,住宅,51,0,0,18,18,0,0,0,0,0,0,0,23.0039814,120.1719199
20180511,67000,67000370,西賢里,住宅,50,0,4,23,27,0,0,0,0,0,0,0,23.0039814,120.1719199
20180524,67000,67000370,西賢里,住宅,50,0,8,5,13,0,0,0,0,0,0,0,23.0039814,120.1719199
20180605,67000,67000370,西賢里,住宅,50,0,13,5,18,0,0,0,0,0,0,0,23.0039814,120.1719199
20180612,67000,67000370,西賢里,住宅,50,1,11,16,27,1,0,1,2,1,4,2,23.0039814,120.1719199
20180622,67000,67000370,西賢里,住宅,50,0,13,18,31,0,0,0,0,0,0,0,23.0039814,120.1719199
20180710,67000,67000370,西賢里,住宅,75,6,13,28,41,0,6,6,8,2,15,5,23.0039814,120.1719199
20180716,67000,67000370,西賢里,住宅,50,1,17,12,29,0,1,1,2,1,3,2,23.0039814,120.1719199
20180719,67000,67000370,西賢里,住宅,50,0,0,38,38,0,0,0,0,0,0,0,23.0039814,120.1719199
20180806,67000,67000370,西賢里,住宅,50,2,6,14,20,0,2,2,4,1,10,4,23.0039814,120.1719199
20180813,67000,67000370,西賢里,住宅,36,3,5,32,37,0,3,3,8,2,8,3,23.0039814,120.1719199
20180828,67000,67000370,西賢里,住宅,22,2,0,12,12,0,3,3,14,3,25,6,23.0039814,120.1719199
20180901,67000,67000370,西賢里,住宅,50,3,14,10,24,0,4,4,8,2,17,5,23.0039814,120.1719199
20180913,67000,67000370,西賢里,住宅,50,3,5,11,16,0,3,3,6,2,19,5,23.0039814,120.1719199
20180920,67000,67000370,西賢里,住宅,50,0,9,13,22,0,0,0,0,0,0,0,23.0039814,120.1719199
20180928,67000,67000370,西賢里,住宅,50,0,2,10,12,0,0,0,0,0,0,0,23.0039814,120.1719199
20181002,67000,67000370,西賢里,住宅,50,1,3,20,23,0,2,2,4,1,9,3,23.0039814,120.1719199
20181018,67000,67000370,西賢里,住宅,50,1,3,19,22,0,1,1,2,1,5,2,23.0039814,120.1719199
20181025,67000,67000370,西賢里,住宅,50,0,3,3,6,0,0,0,0,0,0,0,23.0039814,120.1719199
20181025,67000,67000370,西賢里,住宅,50,0,3,3,6,0,0,0,0,0,0,0,23.0039814,120.1719199
20181031,67000,67000370,西賢里,住宅,75,4,3,23,26,0,4,4,5,2,15,5,120.1719199,23.0039814
20181108,67000,67000370,西賢里,住宅,50,0,0,13,13,0,0,0,0,0,0,0,120.1719199,23.0039814
20181113,67000,67000370,西賢里,住宅,50,1,8,11,19,1,0,1,2,1,5,2,120.1719199,23.0039814
20181129,67000,67000370,西賢里,住宅,50,0,5,4,9,0,0,0,0,0,0,0,120.1719199,23.0039814
20181212,67000,67000370,西賢里,住宅,50,0,17,12,29,0,0,0,0,0,0,0,114.1487889,22.28544483
20181212,67000,67000370,西賢里,住宅,50,0,0,14,14,0,0,0,0,0,0,0,114.1487889,22.28544483
20181220,67000,67000370,西賢里,住宅,64,0,3,8,11,0,0,0,0,0,0,0,120.1719199,23.0039814
20180105,67000,67000310,西橋里,住宅,75,0,7,24,31,0,0,0,0,0,0,0,23.0134614,120.2260293
20180115,67000,67000310,西橋里,住宅,50,0,2,6,8,0,0,0,0,0,0,0,23.0134614,120.2260293
20180201,67000,67000310,西橋里,住宅,50,0,3,12,15,0,0,0,0,0,0,0,23.0134614,120.2260293
20180214,67000,67000310,西橋里,住宅,50,1,4,2,6,1,0,1,2,1,17,5,23.0134614,120.2260293
20180309,67000,67000310,西橋里,住宅,50,0,10,1,11,0,0,0,0,0,0,0,23.0134614,120.2260293
20180315,67000,67000310,西橋里,住宅,75,1,10,10,20,0,1,1,1,1,5,2,23.0134614,120.2260293
20180329,67000,67000310,西橋里,住宅,50,1,4,9,13,0,1,1,2,1,8,3,23.0134614,120.2260293
20180427,67000,67000310,西橋里,住宅,50,0,1,2,3,0,0,0,0,0,0,0,23.0134614,120.2260293
20180510,67000,67000310,西橋里,住宅,50,0,8,9,17,0,0,0,0,0,0,0,23.0134614,120.2260293
20180516,67000,67000310,西橋里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,23.0134614,120.2260293
20180524,67000,67000310,西橋里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,23.0134614,120.2260293
20180607,67000,67000310,西橋里,住宅,50,0,1,11,12,0,0,0,0,0,0,0,23.0134614,120.2260293
20180621,67000,67000310,西橋里,住宅,50,2,2,27,29,0,2,2,4,1,7,3,23.0134614,120.2260293
20180802,67000,67000310,西橋里,住宅,50,0,1,1,2,0,0,0,0,0,0,0,23.0134614,120.2260293
20180817,67000,67000310,西橋里,住宅,75,6,4,34,38,3,4,7,9,2,18,5,23.0134614,120.2260293
20180920,67000,67000310,西橋里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,23.0134614,120.2260293
20181012,67000,67000310,西橋里,住宅,50,1,2,11,13,0,2,2,4,1,15,5,23.0134614,120.2260293
20181101,67000,67000310,西橋里,住宅,50,1,1,4,5,0,1,1,2,1,20,5,120.2260293,23.0134614
20181116,67000,67000310,西橋里,住宅,50,0,4,3,7,0,0,0,0,0,0,0,120.2260293,23.0134614
20181128,67000,67000310,西橋里,住宅,50,0,3,7,10,0,0,0,0,0,0,0,120.2260293,23.0134614
20181218,67000,67000310,西橋里,住宅,50,0,6,5,11,0,0,0,0,0,0,0,120.2260293,23.0134614
20181226,67000,67000310,西橋里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.2260293,23.0134614
20180419,67000,67000190,西關里,住宅,64,0,0,8,8,0,0,0,0,0,0,0,23.1298202,120.2757905
20181211,67000,67000190,西關里,住宅,54,0,0,10,10,0,0,0,0,0,0,0,114.981777,28.79217615
20180130,67000,67000310,西灣里,住宅,50,0,3,14,17,0,0,0,0,0,0,0,23.0120871,120.2613689
20180226,67000,67000310,西灣里,住宅,50,0,10,20,30,0,0,0,0,0,0,0,23.0120871,120.2613689
20180306,67000,67000310,西灣里,住宅,50,0,3,11,14,0,0,0,0,0,0,0,23.0120871,120.2613689
20180310,67000,67000310,西灣里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,23.0120871,120.2613689
20180316,67000,67000310,西灣里,住宅,50,1,5,17,22,1,0,1,2,1,5,2,23.0120871,120.2613689
20180319,67000,67000310,西灣里,住宅,50,2,9,7,16,0,4,4,8,2,25,6,23.0120871,120.2613689
20180418,67000,67000310,西灣里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,23.0120871,120.2613689
20180420,67000,67000310,西灣里,住宅,50,2,8,9,17,0,2,2,4,1,12,4,23.0120871,120.2613689
20180427,67000,67000310,西灣里,住宅,50,0,7,6,13,0,0,0,0,0,0,0,23.0120871,120.2613689
20180502,67000,67000310,西灣里,住宅,50,0,6,2,8,0,0,0,0,0,0,0,120.2613689,23.0120871
20180507,67000,67000310,西灣里,住宅,62,0,7,9,16,0,0,0,0,0,0,0,23.0120871,120.2613689
20180515,67000,67000310,西灣里,住宅,50,1,0,14,14,0,1,1,2,1,7,3,23.0120871,120.2613689
20180604,67000,67000310,西灣里,住宅,50,0,3,12,15,0,0,0,0,0,0,0,23.0120871,120.2613689
20180611,67000,67000310,西灣里,住宅,50,1,2,22,24,0,1,1,2,1,4,2,23.0120871,120.2613689
20180702,67000,67000310,西灣里,住宅,51,2,2,20,22,0,2,2,4,1,9,3,23.0120871,120.2613689
20180801,67000,67000310,西灣里,住宅,50,1,0,9,9,0,1,1,2,1,11,4,23.0120871,120.2613689
20180806,67000,67000310,西灣里,住宅,50,3,4,23,27,0,4,4,8,2,15,5,23.0120871,120.2613689
20180813,67000,67000310,西灣里,住宅,50,1,1,18,19,0,1,1,2,1,5,2,23.0120871,120.2613689
20180820,67000,67000310,西灣里,住宅,75,3,1,17,18,0,3,3,4,1,17,5,23.0120871,120.2613689
20180828,67000,67000310,西灣里,住宅,12,0,2,9,11,0,0,0,0,0,0,0,23.0120871,120.2613689
20180911,67000,67000310,西灣里,住宅,50,3,1,54,55,1,3,4,8,2,7,3,23.0120871,120.2613689
20180928,67000,67000310,西灣里,住宅,50,1,1,9,10,0,1,1,2,1,10,4,23.0120871,120.2613689
20181015,67000,67000310,西灣里,住宅,50,0,0,16,16,0,0,0,0,0,0,0,23.0120871,120.2613689
20181024,67000,67000310,西灣里,住宅,50,0,1,8,9,0,0,0,0,0,0,0,23.0120871,120.2613689
20181029,67000,67000310,西灣里,住宅,50,0,6,2,8,0,0,0,0,0,0,0,120.2613689,23.0120871
20181105,67000,67000310,西灣里,住宅,50,0,10,7,17,0,0,0,0,0,0,0,120.2613689,23.0120871
20181115,67000,67000310,西灣里,住宅,53,0,3,6,9,0,0,0,0,0,0,0,120.2613689,23.0120871
20181115,67000,67000310,西灣里,住宅,50,1,3,4,7,0,1,1,2,1,14,4,120.2613689,23.0120871
20181126,67000,67000310,西灣里,住宅,50,0,2,6,8,0,0,0,0,0,0,0,120.2613689,23.0120871
20181207,67000,67000310,西灣里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.2613689,23.0120871
20181214,67000,67000310,西灣里,住宅,50,0,2,5,7,0,0,0,0,0,0,0,120.1086835,28.94017657
20181219,67000,67000310,西灣里,住宅,50,0,1,9,10,0,0,0,0,0,0,0,120.2613689,23.0120871
20180117,67000,67000350,佃西里,住宅,50,3,8,20,28,0,3,3,6,2,11,4,23.0717267,120.1690334
20180131,67000,67000350,佃西里,住宅,50,3,0,71,71,0,5,5,10,3,7,3,23.0717267,120.1690334
20180315,67000,67000350,佃西里,住宅,50,0,1,18,19,0,0,0,0,0,0,0,23.0717267,120.1690334
20180326,67000,67000350,佃西里,住宅,50,1,1,39,40,0,1,1,2,1,3,2,23.0717267,120.1690334
20180417,67000,67000350,佃西里,住宅,50,2,2,19,21,0,2,2,4,1,10,4,23.0717267,120.1690334
20180425,67000,67000350,佃西里,住宅,50,0,1,13,14,0,0,0,0,0,0,0,23.0717267,120.1690334
20180510,67000,67000350,佃西里,住宅,75,0,5,32,37,0,0,0,0,0,0,0,23.0717267,120.1690334
20180518,67000,67000350,佃西里,住宅,50,4,3,10,13,1,3,4,8,2,31,7,23.0717267,120.1690334
20180523,67000,67000350,佃西里,住宅,50,1,2,16,18,0,1,1,2,1,6,3,23.0717267,120.1690334
20180531,67000,67000350,佃西里,住宅,50,0,1,12,13,0,0,0,0,0,0,0,23.0717267,120.1690334
20180606,67000,67000350,佃西里,住宅,50,0,1,16,17,0,0,0,0,0,0,0,23.0717267,120.1690334
20180704,67000,67000350,佃西里,住宅,52,6,2,29,31,0,7,7,13,3,23,6,23.0717267,120.1690334
20180710,67000,67000350,佃西里,住宅,50,2,0,15,15,0,2,2,4,1,13,4,23.0717267,120.1690334
20180717,67000,67000350,佃西里,住宅,50,17,1,45,46,1,22,23,46,5,50,9,23.0717267,120.1690334
20180801,67000,67000350,佃西里,住宅,75,6,0,22,22,0,6,6,8,2,27,6,23.0717267,120.1690334
20180807,67000,67000350,佃西里,住宅,51,4,1,45,46,0,4,4,8,2,9,3,23.0717267,120.1690334
20180814,67000,67000350,佃西里,住宅,50,3,4,26,30,0,3,3,6,2,10,4,23.0717267,120.1690334
20180821,67000,67000350,佃西里,住宅,50,6,1,40,41,0,6,6,12,3,15,5,23.0717267,120.1690334
20180831,67000,67000350,佃西里,住宅,75,2,7,49,56,0,2,2,3,1,4,2,23.0717267,120.1690334
20180914,67000,67000350,佃西里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,23.0717267,120.1690334
20180919,67000,67000350,佃西里,住宅,50,5,0,29,29,0,9,9,18,3,31,7,23.0717267,120.1690334
20180925,67000,67000350,佃西里,住宅,50,1,6,30,36,0,12,12,24,4,33,8,23.0717267,120.1690334
20181005,67000,67000350,佃西里,住宅,50,0,4,5,9,0,0,0,0,0,0,0,23.0717267,120.1690334
20181026,67000,67000350,佃西里,住宅,50,0,0,16,16,0,0,0,0,0,0,0,23.0717267,120.1690334
20181029,67000,67000350,佃西里,住宅,50,1,0,13,13,0,1,1,2,1,8,3,120.1690334,23.0717267
20181105,67000,67000350,佃西里,住宅,50,1,0,21,21,0,1,1,2,1,5,2,120.1690334,23.0717267
20181116,67000,67000350,佃西里,住宅,50,1,0,22,22,0,1,1,2,1,5,2,120.1690334,23.0717267
20181123,67000,67000350,佃西里,住宅,50,1,0,19,19,0,1,1,2,1,5,2,120.1690334,23.0717267
20180105,67000,67000350,佃東里,住宅,50,1,0,8,8,0,1,1,2,1,13,4,23.0724268,120.1849082
20180117,67000,67000350,佃東里,住宅,50,4,0,40,40,0,4,4,8,2,10,4,23.0724268,120.1849082
20180131,67000,67000350,佃東里,住宅,51,0,2,28,30,0,0,0,0,0,0,0,23.0724268,120.1849082
20180315,67000,67000350,佃東里,住宅,50,0,5,11,16,0,0,0,0,0,0,0,23.0724268,120.1849082
20180329,67000,67000350,佃東里,住宅,75,2,1,34,35,0,2,2,3,1,6,3,23.0724268,120.1849082
20180417,67000,67000350,佃東里,住宅,50,3,0,24,24,0,3,3,6,2,13,4,23.0724268,120.1849082
20180425,67000,67000350,佃東里,住宅,50,3,0,23,23,0,3,3,6,2,13,4,23.0724268,120.1849082
20180426,67000,67000350,佃東里,住宅,50,0,2,5,7,0,0,0,0,0,0,0,23.0724268,120.1849082
20180502,67000,67000350,佃東里,住宅,50,0,2,6,8,0,0,0,0,0,0,0,120.1849082,23.0724268
20180510,67000,67000350,佃東里,住宅,75,1,1,40,41,1,0,1,1,1,2,1,23.0724268,120.1849082
20180518,67000,67000350,佃東里,住宅,50,2,3,32,35,1,1,2,4,1,6,3,23.0724268,120.1849082
20180523,67000,67000350,佃東里,住宅,50,0,1,5,6,0,0,0,0,0,0,0,23.0724268,120.1849082
20180529,67000,67000350,佃東里,住宅,75,3,2,16,18,0,3,3,4,1,17,5,23.0724268,120.1849082
20180606,67000,67000350,佃東里,住宅,50,1,1,11,12,0,2,2,4,1,17,5,23.0724268,120.1849082
20180614,67000,67000350,佃東里,住宅,50,0,2,11,13,0,0,0,0,0,0,0,23.0724268,120.1849082
20180704,67000,67000350,佃東里,住宅,50,6,0,28,28,0,6,6,12,3,21,6,23.0724268,120.1849082
20180711,67000,67000350,佃東里,住宅,51,7,0,16,16,0,7,7,14,3,44,9,23.0724268,120.1849082
20180719,67000,67000350,佃東里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,23.0724268,120.1849082
20180801,67000,67000350,佃東里,住宅,75,3,1,10,11,0,3,3,4,1,27,6,23.0724268,120.1849082
20180808,67000,67000350,佃東里,住宅,52,4,0,25,25,0,4,4,8,2,16,5,23.0724268,120.1849082
20180814,67000,67000350,佃東里,住宅,50,1,1,13,14,0,1,1,2,1,7,3,23.0724268,120.1849082
20180822,67000,67000350,佃東里,住宅,50,4,1,20,21,0,4,4,8,2,19,5,23.0724268,120.1849082
20180831,67000,67000350,佃東里,住宅,75,2,0,25,25,0,2,2,3,1,8,3,23.0724268,120.1849082
20180911,67000,67000350,佃東里,住宅,50,4,3,17,20,0,4,4,8,2,20,5,23.0724268,120.1849082
20180919,67000,67000350,佃東里,住宅,50,2,0,13,13,0,2,2,4,1,15,5,23.0724268,120.1849082
20181008,67000,67000350,佃東里,住宅,50,2,0,18,18,0,2,2,4,1,11,4,23.0724268,120.1849082
20181012,67000,67000350,佃東里,住宅,50,0,3,10,13,0,0,0,0,0,0,0,23.0724268,120.1849082
20181017,67000,67000350,佃東里,住宅,50,1,0,17,17,0,1,1,2,1,6,3,23.0724268,120.1849082
20181025,67000,67000350,佃東里,住宅,50,1,3,14,17,0,1,1,2,1,6,3,23.0724268,120.1849082
20181102,67000,67000350,佃東里,住宅,50,0,0,19,19,0,0,0,0,0,0,0,120.1849082,23.0724268
20181119,67000,67000350,佃東里,住宅,50,1,0,27,27,0,1,1,2,1,4,2,120.1849082,23.0724268
20181207,67000,67000350,佃東里,住宅,50,0,0,11,11,0,0,0,0,0,0,0,120.1849082,23.0724268
20181211,67000,67000350,佃東里,住宅,50,1,2,8,10,0,1,1,2,1,10,4,113.1593091,22.78576274
20180130,67000,67000330,佛壇里,住宅,50,1,5,33,38,0,1,1,2,1,3,2,22.9195212,120.1776926
20180327,67000,67000330,佛壇里,住宅,50,2,9,26,35,0,2,2,4,1,6,3,22.9195212,120.1776926
20180416,67000,67000330,佛壇里,住宅,50,0,13,18,31,0,0,0,0,0,0,0,22.9195212,120.1776926
20180427,67000,67000330,佛壇里,住宅,50,0,14,11,25,0,0,0,0,0,0,0,22.9195212,120.1776926
20180501,67000,67000330,佛壇里,住宅,50,0,6,7,13,0,0,0,0,0,0,0,120.1776926,22.9195212
20180518,67000,67000330,佛壇里,住宅,50,0,3,10,13,0,0,0,0,0,0,0,22.9195212,120.1776926
20180622,67000,67000330,佛壇里,住宅,51,3,9,21,30,0,3,3,6,2,10,4,22.9195212,120.1776926
20180731,67000,67000330,佛壇里,住宅,50,2,5,12,17,0,2,2,4,1,12,4,22.9195212,120.1776926
20180806,67000,67000330,佛壇里,住宅,50,1,6,14,20,0,1,1,2,1,5,2,22.9195212,120.1776926
20180822,67000,67000330,佛壇里,住宅,52,3,9,18,27,0,3,3,6,2,11,4,22.9195212,120.1776926
20180831,67000,67000330,佛壇里,住宅,50,4,5,27,32,0,4,4,8,2,13,4,22.9195212,120.1776926
20180904,67000,67000330,佛壇里,住宅,50,5,3,32,35,0,6,6,12,3,17,5,22.9195212,120.1776926
20180912,67000,67000330,佛壇里,住宅,50,6,5,26,31,0,7,7,14,3,23,6,22.9195212,120.1776926
20180919,67000,67000330,佛壇里,住宅,50,1,7,15,22,0,1,1,2,1,5,2,22.9195212,120.1776926
20180919,67000,67000330,佛壇里,住宅,50,4,7,14,21,0,4,4,8,2,19,5,22.9195212,120.1776926
20181005,67000,67000330,佛壇里,住宅,50,2,11,7,18,0,2,2,4,1,11,4,22.9195212,120.1776926
20181105,67000,67000330,佛壇里,住宅,50,1,4,10,14,0,1,1,2,1,7,3,120.1776926,22.9195212
20181115,67000,67000330,佛壇里,住宅,50,0,8,12,20,0,0,0,0,0,0,0,120.1776926,22.9195212
20181206,67000,67000330,佛壇里,住宅,50,1,2,13,15,0,1,1,2,1,7,3,120.1776926,22.9195212
20181212,67000,67000330,佛壇里,住宅,50,0,10,12,22,0,0,0,0,0,0,0,22.9195212,120.1776926
20181217,67000,67000330,佛壇里,地區,50,0,2,13,15,0,0,0,0,0,0,0,120.1776926,22.9195212
20181217,67000,67000330,佛壇里,住宅,50,0,2,13,15,0,0,0,0,0,0,0,120.1776926,22.9195212
20180302,67000,67000190,坐駕里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,23.1233071,120.3003035
20180911,67000,67000190,坐駕里,住宅,50,2,0,25,25,0,2,2,4,1,8,3,23.1233071,120.3003035
20181023,67000,67000020,汫水里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,23.3416158,120.2830007
20180917,67000,67000030,汴頭里,住宅,50,0,0,14,14,0,0,0,0,0,0,0,23.3678557,120.461686
20180829,67000,67000230,沙田里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,23.1139727,120.4962417
20180212,67000,67000280,沙崙里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,22.9321981,120.3031871
20180830,67000,67000280,沙崙里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,22.9321981,120.3031871
20180913,67000,67000280,沙崙里,住宅,50,0,0,12,12,0,0,0,0,0,0,0,22.9321981,120.3031871
20180808,67000,67000130,秀昌里,住宅,52,1,0,7,7,0,2,2,4,1,29,7,23.2487919,120.1762494
20180910,67000,67000130,秀昌里,住宅,51,1,0,28,28,0,1,1,2,1,4,2,23.2487919,120.1762494
20180731,67000,67000030,秀祐里,地區,50,0,0,25,25,0,0,0,0,0,0,0,23.3504738,120.3925467
20180117,67000,67000360,育平里,住宅,50,0,6,12,18,0,0,0,0,0,0,0,22.989074,120.1661469
20180130,67000,67000360,育平里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,22.989074,120.1661469
20180201,67000,67000360,育平里,住宅,50,0,3,8,11,0,0,0,0,0,0,0,22.989074,120.1661469
20180212,67000,67000360,育平里,住宅,50,0,1,12,13,0,0,0,0,0,0,0,22.989074,120.1661469
20180227,67000,67000360,育平里,住宅,50,0,6,0,6,0,0,0,0,0,0,0,22.989074,120.1661469
20180308,67000,67000360,育平里,住宅,50,0,4,16,20,0,0,0,0,0,0,0,22.989074,120.1661469
20180319,67000,67000360,育平里,住宅,50,0,5,16,21,0,0,0,0,0,0,0,22.989074,120.1661469
20180330,67000,67000360,育平里,住宅,50,0,3,20,23,0,0,0,0,0,0,0,22.989074,120.1661469
20180426,67000,67000360,育平里,住宅,50,0,4,12,16,0,0,0,0,0,0,0,22.989074,120.1661469
20180503,67000,67000360,育平里,住宅,50,0,3,7,10,0,0,0,0,0,0,0,120.1661469,22.989074
20180517,67000,67000360,育平里,住宅,50,0,2,11,13,0,0,0,0,0,0,0,22.989074,120.1661469
20180524,67000,67000360,育平里,住宅,50,0,1,9,10,0,0,0,0,0,0,0,22.989074,120.1661469
20180531,67000,67000360,育平里,住宅,50,1,2,14,16,0,1,1,2,1,6,3,22.989074,120.1661469
20180608,67000,67000360,育平里,住宅,50,0,0,14,14,0,0,0,0,0,0,0,22.989074,120.1661469
20180615,67000,67000360,育平里,住宅,50,1,5,15,20,0,1,1,2,1,5,2,22.989074,120.1661469
20180709,67000,67000360,育平里,住宅,50,3,5,24,29,0,3,3,6,2,10,4,22.989074,120.1661469
20180716,67000,67000360,育平里,住宅,50,3,8,23,31,0,6,6,12,3,19,5,22.989074,120.1661469
20180810,67000,67000360,育平里,住宅,50,0,2,5,7,0,0,0,0,0,0,0,22.989074,120.1661469
20180905,67000,67000360,育平里,住宅,50,2,1,13,14,0,2,2,4,1,14,4,22.989074,120.1661469
20181005,67000,67000360,育平里,住宅,50,0,1,7,8,0,0,0,0,0,0,0,22.989074,120.1661469
20181019,67000,67000360,育平里,住宅,50,0,3,7,10,0,0,0,0,0,0,0,22.989074,120.1661469
20181022,67000,67000360,育平里,住宅,50,0,2,9,11,0,0,0,0,0,0,0,22.989074,120.1661469
20181023,67000,67000360,育平里,住宅,50,0,2,11,13,0,0,0,0,0,0,0,22.989074,120.1661469
20181031,67000,67000360,育平里,住宅,50,1,1,8,9,0,1,1,2,1,11,4,120.1661469,22.989074
20181109,67000,67000360,育平里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.1661469,22.989074
20181122,67000,67000360,育平里,住宅,50,0,3,6,9,0,0,0,0,0,0,0,120.1661469,22.989074
20181129,67000,67000360,育平里,住宅,51,0,0,5,5,0,0,0,0,0,0,0,120.1661469,22.989074
20181206,67000,67000360,育平里,住宅,53,0,0,9,9,0,0,0,0,0,0,0,120.1661469,22.989074
20181220,67000,67000360,育平里,住宅,50,0,1,9,10,0,0,0,0,0,0,0,120.1661469,22.989074
20181227,67000,67000360,育平里,住宅,50,0,2,7,9,0,0,0,0,0,0,0,120.1661469,22.989074
20180425,67000,67000010,角帶里,住宅,53,0,0,7,7,0,0,0,0,0,0,0,23.2808886,120.2656955
20181012,67000,67000010,角帶里,住宅,51,0,0,10,10,0,0,0,0,0,0,0,23.2808886,120.2656955
20180123,67000,67000370,赤嵌里,住宅,50,0,6,8,14,0,0,0,0,0,0,0,22.9972549,120.2072739
20180202,67000,67000370,赤嵌里,住宅,50,1,12,7,19,1,0,1,2,1,5,2,22.9972549,120.2072739
20180223,67000,67000370,赤嵌里,住宅,50,0,10,14,24,0,0,0,0,0,0,0,22.9972549,120.2072739
20180302,67000,67000370,赤嵌里,住宅,50,0,17,5,22,0,0,0,0,0,0,0,22.9972549,120.2072739
20180313,67000,67000370,赤嵌里,住宅,50,0,5,2,7,0,0,0,0,0,0,0,22.9972549,120.2072739
20180327,67000,67000370,赤嵌里,住宅,50,0,10,5,15,0,0,0,0,0,0,0,22.9972549,120.2072739
20180426,67000,67000370,赤嵌里,住宅,50,0,9,7,16,0,0,0,0,0,0,0,22.9972549,120.2072739
20180517,67000,67000370,赤嵌里,住宅,50,1,15,8,23,1,0,1,2,1,4,2,22.9972549,120.2072739
20180522,67000,67000370,赤嵌里,住宅,50,0,4,10,14,0,0,0,0,0,0,0,22.9972549,120.2072739
20180615,67000,67000370,赤嵌里,住宅,50,1,17,34,51,0,1,1,2,1,2,1,22.9972549,120.2072739
20180731,67000,67000370,赤嵌里,住宅,50,0,5,6,11,0,0,0,0,0,0,0,22.9972549,120.2072739
20180830,67000,67000370,赤嵌里,住宅,39,2,0,18,18,0,2,2,5,2,11,4,22.9972549,120.2072739
20180910,67000,67000370,赤嵌里,住宅,50,2,9,11,20,0,2,2,4,1,10,4,22.9972549,120.2072739
20180914,67000,67000370,赤嵌里,學校,55,1,2,7,9,2,6,8,15,3,89,9,22.9972549,120.2072739
20180921,67000,67000370,赤嵌里,住宅,50,0,4,5,9,0,0,0,0,0,0,0,22.9972549,120.2072739
20180928,67000,67000370,赤嵌里,住宅,50,1,13,3,16,0,1,1,2,1,6,3,22.9972549,120.2072739
20181005,67000,67000370,赤嵌里,住宅,50,1,4,13,17,0,1,1,2,1,6,3,22.9972549,120.2072739
20181023,67000,67000370,赤嵌里,住宅,75,2,18,13,31,0,2,2,3,1,6,3,22.9972549,120.2072739
20181026,67000,67000370,赤嵌里,住宅,50,0,3,4,7,0,0,0,0,0,0,0,22.9972549,120.2072739
20181107,67000,67000370,赤嵌里,住宅,50,2,8,13,21,0,2,2,4,1,10,4,120.2072739,22.9972549
20181123,67000,67000370,赤嵌里,住宅,50,0,6,5,11,0,0,0,0,0,0,0,120.2072739,22.9972549
20181206,67000,67000370,赤嵌里,住宅,50,0,9,8,17,0,0,0,0,0,0,0,120.2072739,22.9972549
20181216,67000,67000370,赤嵌里,住宅,50,0,4,8,12,0,0,0,0,0,0,0,120.2072739,22.9972549
20181220,67000,67000370,赤嵌里,住宅,53,0,2,0,2,0,0,0,0,0,0,0,120.2072739,22.9972549
20180709,67000,67000180,那拔里,地區,50,0,0,16,16,0,1,1,2,1,6,3,23.053697,120.3377852
20181217,67000,67000180,那拔里,地區,50,0,0,1,1,0,0,0,0,0,0,0,120.3377852,23.053697
20180319,67000,67000120,佳化里,住宅,50,3,0,7,7,0,3,3,6,2,43,9,23.1881469,120.1964522
20180430,67000,67000120,佳化里,住宅,120,0,0,5,5,0,0,0,0,0,0,0,120.1964522,23.1881469
20181024,67000,67000120,佳化里,住宅,55,0,1,0,1,0,0,0,0,0,0,0,23.1881469,120.1964522
