日期,縣市別代碼,行政區域代碼,里別,調查種類,調查戶數,陽性戶數,調查容器數戶內,調查容器數戶外,陽性容器數戶內,陽性容器數戶外,布氏指數,布氏級數,容器指數,容器級數
20150904,67000,67000180,那拔里,住宅,50,2,0,21,0,2,4,1,10,4
20150908,67000,67000180,那拔里,住宅,50,0,0,4,0,0,0,0,0,0
20150909,67000,67000180,那拔里,住宅,42,0,4,16,0,0,0,0,0,0
20150910,67000,67000180,那拔里,住宅,50,0,0,14,0,0,0,0,0,0
20150914,67000,67000180,那拔里,住宅,50,0,0,4,0,0,0,0,0,0
20150916,67000,67000180,那拔里,住宅,15,0,0,0,0,0,0,0,0,0
20150917,67000,67000180,那拔里,住宅,15,0,0,7,0,0,0,0,0,0
20150917,67000,67000180,那拔里,住宅,52,0,3,12,0,0,0,0,0,0
20150924,67000,67000180,那拔里,住宅,60,0,4,11,0,0,0,0,0,0
20150603,67000,67000120,佳化里,住宅,53,0,0,6,0,0,0,0,0,0
20150611,67000,67000120,佳化里,住宅,51,0,0,2,0,0,0,0,0,0
20150906,67000,67000120,佳化里,住宅,24,1,13,10,2,0,8,2,9,3
20150112,67000,67000370,協和里,住宅,50,0,3,9,0,0,0,0,0,0
20150305,67000,67000370,協和里,住宅,75,0,5,15,0,0,0,0,0,0
20150327,67000,67000370,協和里,住宅,50,0,3,5,0,0,0,0,0,0
20150407,67000,67000370,協和里,住宅,50,0,3,10,0,0,0,0,0,0
20150506,67000,67000370,協和里,住宅,50,1,3,9,1,0,2,1,8,3
20150608,67000,67000370,協和里,住宅,50,5,2,13,1,7,16,3,53,9
20150624,67000,67000370,協和里,住宅,50,2,6,10,0,2,4,1,13,4
20150701,67000,67000370,協和里,住宅,50,1,19,3,0,1,2,1,5,2
20150715,67000,67000370,協和里,住宅,50,4,7,14,3,1,8,2,19,5
20150715,67000,67000370,協和里,住宅,50,5,5,14,1,4,10,3,26,6
20150716,67000,67000370,協和里,住宅,50,5,19,17,2,4,12,3,17,5
20150716,67000,67000370,協和里,住宅,52,6,8,15,2,4,12,3,26,6
20150716,67000,67000370,協和里,住宅,50,4,9,13,1,3,8,2,18,5
20150717,67000,67000370,協和里,住宅,52,4,17,18,2,3,10,3,14,4
20150717,67000,67000370,協和里,住宅,50,3,11,17,1,2,6,2,11,4
20150802,67000,67000370,協和里,住宅,50,2,7,14,1,1,4,1,10,4
20150806,67000,67000370,協和里,住宅,16,0,6,3,0,0,0,0,0,0
20151005,67000,67000370,協和里,住宅,486,2,84,29,3,0,1,1,3,2
20151012,67000,67000370,協和里,住宅,100,0,0,0,0,0,0,0,0,0
20150303,67000,67000370,協進里,住宅,50,1,2,12,1,0,2,1,7,3
20150318,67000,67000370,協進里,住宅,50,0,3,9,0,0,0,0,0,0
20150414,67000,67000370,協進里,住宅,50,0,4,8,0,0,0,0,0,0
20150512,67000,67000370,協進里,住宅,50,0,2,15,0,0,0,0,0,0
20150513,67000,67000370,協進里,住宅,8,1,6,4,0,1,13,3,10,4
20150527,67000,67000370,協進里,住宅,50,3,7,11,2,2,8,2,22,6
20150610,67000,67000370,協進里,住宅,75,3,6,19,0,3,4,1,12,4
20150630,67000,67000370,協進里,住宅,50,3,5,14,1,4,10,3,26,6
20150203,67000,67000180,協興里,住宅,60,0,0,6,0,0,0,0,0,0
20150511,67000,67000180,協興里,住宅,50,1,0,2,0,1,2,1,50,9
20150519,67000,67000180,協興里,住宅,55,0,0,8,0,0,0,0,0,0
20150818,67000,67000180,協興里,住宅,60,4,0,47,0,7,12,3,15,5
20150903,67000,67000180,協興里,住宅,55,0,0,0,0,0,0,0,0,0
20150909,67000,67000180,協興里,住宅,50,0,0,3,0,0,0,0,0,0
20150910,67000,67000180,協興里,住宅,51,1,1,9,0,0,0,0,0,0
20150912,67000,67000180,協興里,住宅,50,0,0,0,2,1,6,2,0,0
20150921,67000,67000180,協興里,住宅,84,0,5,11,0,0,0,0,0,0
20150924,67000,67000180,協興里,住宅,37,1,2,4,0,1,3,1,17,5
20150130,67000,67000320,和平里,住宅,50,1,8,18,0,1,2,1,4,2
20150312,67000,67000320,和平里,住宅,50,2,1,15,0,3,6,2,19,5
20150323,67000,67000320,和平里,住宅,50,1,1,27,0,9,18,3,32,8
20150413,67000,67000320,和平里,住宅,50,3,1,27,0,3,6,2,11,4
20150427,67000,67000320,和平里,住宅,50,3,3,16,0,6,12,3,32,8
20150504,67000,67000320,和平里,住宅,50,8,0,20,0,9,18,3,45,9
20150507,67000,67000320,和平里,住宅,50,0,0,8,0,0,0,0,0,0
20150513,67000,67000320,和平里,菜園,50,2,0,28,0,4,8,2,14,4
20150522,67000,67000320,和平里,住宅,50,1,1,18,0,1,2,1,5,2
20150610,67000,67000320,和平里,住宅,50,5,4,12,1,5,12,3,38,8
20150618,67000,67000320,和平里,住宅,75,1,4,22,1,4,7,2,19,5
20150721,67000,67000320,和平里,住宅,50,0,4,15,0,0,0,0,0,0
20150804,67000,67000320,和平里,住宅,50,2,0,20,0,16,32,4,80,9
20150810,67000,67000320,和平里,住宅,50,4,2,20,0,4,8,2,18,5
20150812,67000,67000320,和平里,住宅,50,1,1,151,0,1,2,1,1,1
20151017,67000,67000320,和平里,住宅,431,3,187,101,2,1,1,1,1,1
20151019,67000,67000320,和平里,住宅,71,1,3,10,0,1,1,1,8,3
20151023,67000,67000320,和平里,住宅,50,4,0,25,0,5,10,3,20,5
20150113,67000,67000340,和順里,住宅,50,0,2,7,0,0,0,0,0,0
20150312,67000,67000340,和順里,住宅,50,0,3,10,0,0,0,0,0,0
20150326,67000,67000340,和順里,住宅,50,0,1,4,0,0,0,0,0,0
20150420,67000,67000340,和順里,住宅,75,1,2,17,0,1,1,1,5,2
20150713,67000,67000340,和順里,住宅,50,0,2,7,0,0,0,0,0,0
20150714,67000,67000340,和順里,住宅,50,4,7,27,0,6,12,3,18,5
20150714,67000,67000340,和順里,住宅,50,3,4,21,1,3,8,2,16,5
20150715,67000,67000340,和順里,住宅,50,9,10,27,3,10,26,4,35,8
20150717,67000,67000340,和順里,住宅,63,2,15,1,1,1,3,1,13,4
20150718,67000,67000340,和順里,住宅,338,13,8,160,1,16,5,2,10,4
20150729,67000,67000340,和順里,住宅,50,0,7,5,0,0,0,0,0,0
20150801,67000,67000340,和順里,學校,50,0,0,4,0,0,0,0,0,0
20150820,67000,67000340,和順里,其他,50,1,36,0,10,0,20,4,28,7
20150825,67000,67000340,和順里,住宅,126,1,6,2,0,1,1,1,13,4
20150826,67000,67000340,和順里,住宅,205,0,7,3,0,0,0,0,0,0
20150908,67000,67000340,和順里,住宅,162,0,17,13,0,0,0,0,0,0
20151014,67000,67000340,和順里,住宅,209,0,11,28,0,0,0,0,0,0
20151022,67000,67000340,和順里,住宅,180,0,15,5,0,0,0,0,0,0
20150504,67000,67000010,姑爺里,住宅,50,0,0,34,0,0,0,0,0,0
20150312,67000,67000100,官田里,住宅,53,1,6,16,0,1,2,1,5,2
20150511,67000,67000100,官田里,住宅,53,0,6,16,0,0,0,0,0,0
20150607,67000,67000100,官田里,住宅,50,1,0,5,0,1,2,1,20,5
20150729,67000,67000100,官田里,住宅,50,2,0,17,0,2,4,1,12,4
20150805,67000,67000100,官田里,住宅,61,1,0,5,0,1,2,1,20,5
20150908,67000,67000100,官田里,住宅,50,0,0,19,0,0,0,0,0,0
20150910,67000,67000100,官田里,住宅,50,1,0,28,0,1,2,1,4,2
20150310,67000,67000310,尚頂里,住宅,50,0,14,16,0,0,0,0,0,0
20150320,67000,67000310,尚頂里,住宅,50,0,0,2,0,0,0,0,0,0
20150323,67000,67000310,尚頂里,住宅,50,0,3,15,0,0,0,0,0,0
20150416,67000,67000310,尚頂里,住宅,50,0,14,4,0,0,0,0,0,0
20150430,67000,67000310,尚頂里,住宅,50,0,2,12,0,0,0,0,0,0
20150518,67000,67000310,尚頂里,住宅,50,1,10,18,0,1,2,1,4,2
20150608,67000,67000310,尚頂里,住宅,50,2,9,26,1,2,6,2,9,3
20150625,67000,67000310,尚頂里,住宅,50,1,8,35,0,1,2,1,2,1
20150714,67000,67000310,尚頂里,住宅,50,1,4,10,0,1,2,1,7,3
20150803,67000,67000310,尚頂里,住宅,104,8,29,30,1,7,8,2,14,4
20150815,67000,67000310,尚頂里,住宅,50,1,9,20,0,1,2,1,3,2
20151002,67000,67000310,尚頂里,學校,100,0,3,9,0,0,0,0,0,0
20151013,67000,67000310,尚頂里,住宅,54,0,2,4,0,0,0,0,0,0
20151013,67000,67000310,尚頂里,住宅,65,0,0,0,0,0,0,0,0,0
20151014,67000,67000310,尚頂里,住宅,186,0,15,15,0,0,0,0,0,0
20151014,67000,67000310,尚頂里,住宅,464,1,15,31,0,1,0,1,2,1
20150209,67000,67000260,岡林里,住宅,50,0,0,5,0,0,0,0,0,0
20150323,67000,67000260,岡林里,住宅,50,1,0,4,0,1,2,1,25,6
20150518,67000,67000260,岡林里,住宅,50,1,0,5,0,1,2,1,20,5
20150520,67000,67000260,岡林里,住宅,50,0,0,4,0,0,0,0,0,0
20150722,67000,67000260,岡林里,住宅,50,1,0,9,0,1,2,1,11,4
20150820,67000,67000260,岡林里,住宅,50,2,0,11,0,2,4,1,18,5
20150909,67000,67000260,岡林里,住宅,50,0,0,5,0,0,0,0,0,0
20150507,67000,67000020,岸內里,住宅,50,0,1,8,0,0,0,0,0,0
20150914,67000,67000020,岸內里,住宅,50,1,5,29,0,2,4,1,6,3
20150121,67000,67000350,幸福里,住宅,50,0,0,6,0,0,0,0,0,0
20150203,67000,67000350,幸福里,住宅,50,0,1,10,0,0,0,0,0,0
20150304,67000,67000350,幸福里,住宅,50,1,2,13,0,1,2,1,7,3
20150313,67000,67000350,幸福里,住宅,50,0,1,14,0,0,0,0,0,0
20150319,67000,67000350,幸福里,住宅,50,1,5,9,1,0,2,1,7,3
20150408,67000,67000350,幸福里,住宅,50,1,2,9,0,1,2,1,9,3
20150416,67000,67000350,幸福里,住宅,50,0,4,7,0,0,0,0,0,0
20150416,67000,67000350,幸福里,住宅,50,0,1,16,0,0,0,0,0,0
20150511,67000,67000350,幸福里,住宅,50,1,4,11,0,1,2,1,7,3
20150520,67000,67000350,幸福里,住宅,50,1,1,12,0,1,2,1,8,3
20150525,67000,67000350,幸福里,住宅,50,0,8,0,0,0,0,0,0,0
20150529,67000,67000350,幸福里,住宅,50,1,3,10,0,1,2,1,8,3
20150602,67000,67000350,幸福里,住宅,50,1,1,16,0,1,2,1,6,3
20150602,67000,67000350,幸福里,住宅,50,1,1,12,0,1,2,1,8,3
20150616,67000,67000350,幸福里,住宅,50,0,2,11,0,0,0,0,0,0
20150625,67000,67000350,幸福里,住宅,50,0,1,8,0,0,0,0,0,0
20150731,67000,67000350,幸福里,住宅,50,2,4,9,1,1,4,1,15,5
20150807,67000,67000350,幸福里,住宅,50,0,2,9,0,0,0,0,0,0
20150820,67000,67000350,幸福里,住宅,111,4,64,9,3,3,5,2,8,3
20150821,67000,67000350,幸福里,住宅,71,1,40,6,2,0,3,1,4,2
20150824,67000,67000350,幸福里,住宅,30,1,5,3,0,1,3,1,13,4
20150824,67000,67000350,幸福里,住宅,51,1,8,10,0,1,2,1,6,3
20150909,67000,67000350,幸福里,住宅,52,0,5,2,0,0,0,0,0,0
20150119,67000,67000330,府南里,住宅,50,1,2,10,0,2,4,1,17,5
20150216,67000,67000330,府南里,住宅,50,0,0,28,0,0,0,0,0,0
20150312,67000,67000330,府南里,住宅,50,0,6,20,0,0,0,0,0,0
20150312,67000,67000330,府南里,住宅,50,0,4,10,0,0,0,0,0,0
20150410,67000,67000330,府南里,住宅,78,1,13,20,0,3,4,1,9,3
20150417,67000,67000330,府南里,住宅,50,1,8,12,0,1,2,1,5,2
20150417,67000,67000330,府南里,住宅,50,2,8,22,0,2,4,1,7,3
20150527,67000,67000330,府南里,住宅,50,1,4,19,0,1,2,1,4,2
20150527,67000,67000330,府南里,住宅,50,3,10,30,4,3,14,3,18,5
20150601,67000,67000330,府南里,其他,60,4,10,39,1,7,13,3,16,5
20150608,67000,67000330,府南里,住宅,76,3,1,15,0,3,4,1,19,5
20150623,67000,67000330,府南里,住宅,50,1,7,18,0,2,4,1,8,3
20150623,67000,67000330,府南里,住宅,50,3,24,9,4,0,8,2,12,4
20150624,67000,67000330,府南里,住宅,50,1,0,25,0,1,2,1,4,2
20150724,67000,67000330,府南里,住宅,50,2,10,25,0,11,22,4,31,7
20150724,67000,67000330,府南里,住宅,50,1,11,5,0,1,2,1,6,3
20150725,67000,67000330,府南里,住宅,79,7,30,34,5,5,13,3,16,5
20150726,67000,67000330,府南里,住宅,28,0,6,6,0,0,0,0,0,0
20150727,67000,67000330,府南里,住宅,6,1,8,6,0,1,17,3,7,3
20150817,67000,67000330,府南里,住宅,50,4,10,19,1,4,10,3,17,5
20150817,67000,67000330,府南里,住宅,50,1,7,27,0,1,2,1,3,2
20150818,67000,67000330,府南里,住宅,50,0,13,14,0,0,0,0,0,0
20150826,67000,67000330,府南里,住宅,34,0,12,18,0,0,0,0,0,0
20150902,67000,67000330,府南里,住宅,17,1,6,2,0,1,6,2,13,4
20150919,67000,67000330,府南里,住宅,287,2,45,19,1,1,1,1,3,2
20150925,67000,67000330,府南里,住宅,374,3,53,44,3,0,1,1,3,2
20150925,67000,67000330,府南里,住宅,370,1,64,18,0,1,0,1,1,1
20150925,67000,67000330,府南里,住宅,50,0,3,14,0,0,0,0,0,0
20151014,67000,67000330,府南里,住宅,237,2,86,12,1,1,1,1,2,1
20151019,67000,67000330,府南里,住宅,123,0,9,4,0,0,0,0,0,0
20151020,67000,67000330,府南里,住宅,78,0,10,12,0,0,0,0,0,0
20151023,67000,67000330,府南里,住宅,70,3,20,16,0,3,4,1,8,3
20151024,67000,67000330,府南里,住宅,25,0,0,6,0,0,0,0,0,0
20150210,67000,67000340,延平里,住宅,50,0,0,12,0,0,0,0,0,0
20150213,67000,67000340,延平里,住宅,50,0,2,8,0,0,0,0,0,0
20150317,67000,67000340,延平里,住宅,50,0,0,4,0,0,0,0,0,0
20150402,67000,67000010,延平里,住宅,50,0,5,52,0,0,0,0,0,0
20150408,67000,67000340,延平里,住宅,50,0,1,6,0,0,0,0,0,0
20150428,67000,67000340,延平里,住宅,50,0,1,4,0,0,0,0,0,0
20150512,67000,67000340,延平里,住宅,75,1,3,6,0,1,1,1,11,4
20150531,67000,67000340,延平里,住宅,138,38,0,168,0,54,39,5,32,8
20150603,67000,67000340,延平里,學校,200,12,9,32,3,19,11,3,54,9
20150603,67000,67000340,延平里,住宅,50,2,3,7,0,2,4,1,20,5
20150706,67000,67000340,延平里,住宅,50,2,9,6,0,2,4,1,13,4
20150706,67000,67000340,延平里,住宅,50,2,8,11,2,0,4,1,11,4
20150706,67000,67000340,延平里,住宅,50,1,2,22,0,2,4,1,8,3
20150706,67000,67000340,延平里,住宅,50,0,2,14,0,0,0,0,0,0
20150708,67000,67000340,延平里,住宅,76,8,17,29,6,6,16,3,26,6
20150708,67000,67000340,延平里,住宅,141,11,66,61,5,8,9,2,10,4
20150709,67000,67000340,延平里,住宅,50,8,5,32,2,11,26,4,35,8
20150709,67000,67000340,延平里,住宅,50,2,13,39,0,5,10,3,10,4
20150709,67000,67000340,延平里,住宅,50,2,9,6,4,1,10,3,33,8
20150710,67000,67000340,延平里,住宅,97,12,3,34,1,15,16,3,43,9
20150716,67000,67000340,延平里,住宅,58,0,14,4,0,0,0,0,0,0
20150720,67000,67000340,延平里,住宅,27,5,10,3,6,2,30,4,62,9
20150721,67000,67000340,延平里,住宅,50,1,0,8,0,3,6,2,38,8
20150722,67000,67000340,延平里,學校,20,0,1,4,0,0,0,0,0,0
20150726,67000,67000340,延平里,住宅,50,2,11,1,1,1,4,1,17,5
20150728,67000,67000340,延平里,住宅,60,2,5,10,2,0,3,1,13,4
20150817,67000,67000340,延平里,住宅,110,0,27,6,0,0,0,0,0,0
20150817,67000,67000010,延平里,住宅,61,0,11,12,0,0,0,0,0,0
20150818,67000,67000340,延平里,住宅,87,0,3,32,0,0,0,0,0,0
20150818,67000,67000010,延平里,住宅,61,6,18,21,1,5,10,3,15,5
20150822,67000,67000010,延平里,住宅,75,0,6,18,0,0,0,0,0,0
20150903,67000,67000010,延平里,住宅,50,0,7,7,0,0,0,0,0,0
20150911,67000,67000010,延平里,住宅,44,0,1,4,0,0,0,0,0,0
20150918,67000,67000010,延平里,住宅,56,0,12,7,0,0,0,0,0,0
20151012,67000,67000010,延平里,住宅,57,0,1,6,0,0,0,0,0,0
20151013,67000,67000010,延平里,住宅,171,1,24,26,1,0,1,1,2,1
20151026,67000,67000340,延平里,住宅,86,3,25,11,2,1,3,1,8,3
20150204,67000,67000120,忠仁里,住宅,100,0,0,29,0,0,0,0,0,0
20150715,67000,67000120,忠仁里,住宅,100,2,0,26,0,3,3,1,12,4
20150723,67000,67000120,忠仁里,住宅,50,1,0,6,0,1,2,1,17,5
20150203,67000,67000320,忠孝里,住宅,50,0,1,6,0,0,0,0,0,0
20150213,67000,67000320,忠孝里,住宅,50,1,1,15,0,1,2,1,6,3
20150309,67000,67000320,忠孝里,住宅,50,0,1,7,0,0,0,0,0,0
20150331,67000,67000320,忠孝里,住宅,50,2,3,5,1,2,6,2,38,8
20150410,67000,67000320,忠孝里,其他,50,1,5,5,0,1,2,1,10,4
20150428,67000,67000320,忠孝里,住宅,50,2,2,14,0,2,4,1,13,4
20150529,67000,67000320,忠孝里,住宅,50,3,4,14,0,7,14,3,39,8
20150609,67000,67000320,忠孝里,住宅,50,1,5,11,0,1,2,1,6,3
20150611,67000,67000320,忠孝里,住宅,50,0,2,14,0,0,0,0,0,0
20150825,67000,67000320,忠孝里,住宅,50,4,3,27,0,4,8,2,13,4
20151016,67000,67000320,忠孝里,住宅,309,2,52,36,0,2,1,1,2,1
20150206,67000,67000010,忠政里,住宅,50,0,2,13,0,0,0,0,0,0
20150603,67000,67000010,忠政里,住宅,50,0,3,6,0,0,0,0,0,0
20150708,67000,67000010,忠政里,住宅,50,0,0,13,0,0,0,0,0,0
20150909,67000,67000010,忠政里,住宅,50,0,3,3,0,0,0,0,0,0
20151006,67000,67000010,忠政里,住宅,50,0,1,9,0,0,0,0,0,0
20151009,67000,67000010,忠政里,住宅,50,0,11,12,0,0,0,0,0,0
20150113,67000,67000160,忠興里,住宅,50,0,0,10,0,0,0,0,0,0
20150408,67000,67000160,忠興里,住宅,50,0,0,16,0,0,0,0,0,0
20150715,67000,67000160,忠興里,住宅,50,1,0,26,0,2,4,1,8,3
20150305,67000,67000360,怡平里,住宅,50,0,1,8,0,0,0,0,0,0
20150316,67000,67000360,怡平里,住宅,50,1,2,7,0,1,2,1,11,4
20150325,67000,67000360,怡平里,住宅,50,0,2,5,0,0,0,0,0,0
20150407,67000,67000360,怡平里,住宅,50,0,1,7,0,0,0,0,0,0
20150420,67000,67000360,怡平里,住宅,50,1,0,6,0,1,2,1,17,5
20150429,67000,67000360,怡平里,住宅,50,0,1,6,0,0,0,0,0,0
20150506,67000,67000360,怡平里,住宅,50,0,2,6,0,0,0,0,0,0
20150519,67000,67000360,怡平里,住宅,50,1,3,7,0,1,2,1,10,4
20150604,67000,67000360,怡平里,住宅,50,0,1,6,0,0,0,0,0,0
20150613,67000,67000360,怡平里,住宅,50,0,0,7,0,0,0,0,0,0
20150616,67000,67000360,怡平里,住宅,50,0,3,7,0,0,0,0,0,0
20150629,67000,67000360,怡平里,住宅,50,0,0,7,0,0,0,0,0,0
20150814,67000,67000360,怡平里,住宅,17,1,3,0,1,0,6,2,33,8
20150909,67000,67000360,怡平里,住宅,50,1,2,9,0,1,2,1,9,3
20150911,67000,67000360,怡平里,住宅,50,2,0,8,0,2,4,1,25,6
20151026,67000,67000360,怡平里,住宅,50,1,0,10,0,3,6,2,30,7
20150116,67000,67000100,拔林里,住宅,50,0,0,7,0,0,0,0,0,0
20150713,67000,67000100,拔林里,住宅,51,1,4,19,0,1,2,1,4,2
20150802,67000,67000100,拔林里,住宅,70,5,6,45,0,5,7,2,10,4
20150810,67000,67000100,拔林里,住宅,71,0,3,14,0,0,0,0,0,0
20150110,67000,67000030,昇安里,住宅,50,0,0,16,0,0,0,0,0,0
20150605,67000,67000030,昇安里,住宅,50,1,0,15,0,1,2,1,7,3
20150608,67000,67000030,昇安里,住宅,50,0,0,4,0,0,0,0,0,0
20150204,67000,67000220,明和里,住宅,50,0,0,8,0,0,0,0,0,0
20150212,67000,67000220,明和里,住宅,50,0,0,9,0,0,0,0,0,0
20150513,67000,67000220,明和里,住宅,52,0,0,10,0,0,0,0,0,0
20150516,67000,67000220,明和里,住宅,50,0,4,4,0,0,0,0,0,0
20150702,67000,67000220,明和里,住宅,50,0,0,13,0,0,0,0,0,0
20150711,67000,67000220,明和里,住宅,59,1,0,41,0,2,3,1,5,2
20150727,67000,67000220,明和里,住宅,372,5,0,57,0,8,2,1,14,4
20150803,67000,67000220,明和里,住宅,375,2,0,126,0,3,1,1,2,1
20150917,67000,67000220,明和里,住宅,52,1,0,4,0,1,2,1,25,6
20150302,67000,67000130,明宜里,住宅,73,0,0,28,0,0,0,0,0,0
20150513,67000,67000130,明宜里,住宅,54,2,0,74,0,2,4,1,3,2
20150804,67000,67000130,明宜里,住宅,100,0,0,9,0,0,0,0,0,0
20150916,67000,67000130,明宜里,住宅,50,1,5,8,1,1,4,1,15,5
20150918,67000,67000130,明宜里,住宅,116,0,0,3,0,0,0,0,0,0
20150318,67000,67000330,明亮里,住宅,50,0,7,17,0,0,0,0,0,0
20150318,67000,67000330,明亮里,住宅,50,0,5,11,0,0,0,0,0,0
20150319,67000,67000330,明亮里,住宅,50,1,0,35,0,1,2,1,3,2
20150415,67000,67000330,明亮里,住宅,50,1,4,14,0,1,2,1,6,3
20150415,67000,67000330,明亮里,住宅,50,1,8,17,0,1,2,1,4,2
20150415,67000,67000330,明亮里,菜園,50,1,0,6,0,1,2,1,17,5
20150616,67000,67000330,明亮里,住宅,50,1,8,12,0,1,2,1,5,2
20150616,67000,67000330,明亮里,住宅,50,2,1,15,0,2,4,1,13,4
20150713,67000,67000330,明亮里,住宅,50,1,8,18,0,1,2,1,4,2
20150713,67000,67000330,明亮里,住宅,50,2,3,16,0,3,6,2,16,5
20150807,67000,67000330,明亮里,住宅,34,0,13,5,0,0,0,0,0,0
20150811,67000,67000330,明亮里,住宅,40,6,16,28,0,9,23,4,20,5
20150812,67000,67000330,明亮里,住宅,50,2,11,16,0,2,4,1,7,3
20150814,67000,67000330,明亮里,住宅,50,0,1,21,0,0,0,0,0,0
20150819,67000,67000330,明亮里,住宅,81,1,41,18,0,1,1,1,2,1
20150825,67000,67000330,明亮里,住宅,28,0,4,4,0,0,0,0,0,0
20150908,67000,67000330,明亮里,住宅,37,0,2,12,0,0,0,0,0,0
20150910,67000,67000330,明亮里,住宅,19,0,0,1,0,0,0,0,0,0
20150923,67000,67000330,明亮里,住宅,50,1,0,7,0,1,2,1,14,4
20150930,67000,67000330,明亮里,住宅,217,5,143,79,3,2,2,1,2,1
20150930,67000,67000330,明亮里,住宅,435,6,61,73,4,2,1,1,4,2
20151018,67000,67000330,明亮里,住宅,50,0,1,3,0,0,0,0,0,0
20150423,67000,67000330,明德里,住宅,50,1,1,22,0,1,2,1,4,2
20150604,67000,67000330,明德里,住宅,50,6,6,29,0,8,16,3,23,6
20150618,67000,67000330,明德里,住宅,50,3,8,21,0,3,6,2,10,4
20150804,67000,67000330,明德里,住宅,50,0,1,7,0,0,0,0,0,0
20150903,67000,67000330,明德里,住宅,22,0,7,6,0,0,0,0,0,0
20150304,67000,67000330,明興里,住宅,50,0,5,19,0,0,0,0,0,0
20150309,67000,67000330,明興里,住宅,50,0,1,7,0,0,0,0,0,0
20150313,67000,67000330,明興里,住宅,50,0,6,15,0,0,0,0,0,0
20150313,67000,67000330,明興里,住宅,50,0,7,3,0,0,0,0,0,0
20150424,67000,67000330,明興里,住宅,50,1,5,9,0,1,2,1,7,3
20150519,67000,67000330,明興里,住宅,50,0,8,8,0,0,0,0,0,0
20150526,67000,67000330,明興里,住宅,50,1,10,13,1,2,6,2,13,4
20150526,67000,67000330,明興里,住宅,50,2,13,20,2,1,6,2,9,3
20150707,67000,67000330,明興里,住宅,50,0,3,16,0,0,0,0,0,0
20150713,67000,67000330,明興里,住宅,50,2,5,17,0,2,4,1,9,3
20150713,67000,67000330,明興里,住宅,50,1,4,18,0,1,2,1,5,2
20150720,67000,67000330,明興里,住宅,50,3,9,28,0,4,8,2,11,4
20150804,67000,67000330,明興里,住宅,51,2,7,6,0,3,6,2,23,6
20150804,67000,67000330,明興里,住宅,50,2,3,18,1,1,4,1,10,4
20150812,67000,67000330,明興里,住宅,51,0,0,14,0,0,0,0,0,0
20150818,67000,67000330,明興里,住宅,50,0,9,24,0,0,0,0,0,0
20150821,67000,67000330,明興里,住宅,29,1,7,1,2,0,7,2,25,6
20150822,67000,67000330,明興里,住宅,28,0,5,3,0,0,0,0,0,0
20150828,67000,67000330,明興里,住宅,20,0,3,13,0,0,0,0,0,0
20150922,67000,67000330,明興里,住宅,352,1,58,38,0,1,0,1,1,1
20151002,67000,67000330,明興里,住宅,275,9,93,65,3,6,3,1,6,3
20151014,67000,67000330,明興里,住宅,98,1,35,14,1,0,1,1,2,1
20151015,67000,67000330,明興里,住宅,78,0,16,11,0,0,0,0,0,0
20150216,67000,67000060,東山里,住宅,50,0,0,5,0,0,0,0,0,0
20150415,67000,67000060,東山里,住宅,50,0,0,6,0,0,0,0,0,0
20150522,67000,67000060,東山里,住宅,50,0,0,13,0,0,0,0,0,0
20150715,67000,67000060,東山里,住宅,50,0,0,10,0,0,0,0,0,0
20150812,67000,67000060,東山里,住宅,50,1,0,16,0,1,2,1,6,3
20150901,67000,67000060,東山里,住宅,50,0,0,4,0,0,0,0,0,0
20150216,67000,67000060,東中里,住宅,50,0,0,5,0,0,0,0,0,0
20150414,67000,67000060,東中里,住宅,50,0,0,8,0,0,0,0,0,0
20150513,67000,67000060,東中里,住宅,50,0,0,6,0,0,0,0,0,0
20150616,67000,67000060,東中里,住宅,50,0,0,7,0,0,0,0,0,0
20150714,67000,67000060,東中里,住宅,50,0,0,4,0,0,0,0,0,0
20150903,67000,67000060,東中里,住宅,50,0,0,9,0,0,0,0,0,0
20150113,67000,67000060,東正里,住宅,50,0,0,9,0,0,0,0,0,0
20150311,67000,67000060,東正里,住宅,50,0,0,8,0,0,0,0,0,0
20150617,67000,67000060,東正里,住宅,50,0,0,8,0,0,0,0,0,0
20150819,67000,67000060,東正里,住宅,50,0,0,29,0,0,0,0,0,0
20150903,67000,67000060,東正里,住宅,50,1,1,20,0,1,2,1,5,2
20150123,67000,67000320,東光里,住宅,52,2,5,11,1,1,4,1,13,4
20150319,67000,67000320,東光里,住宅,50,3,1,13,0,3,6,2,21,6
20150330,67000,67000320,東光里,住宅,50,2,6,12,0,2,4,1,11,4
20150331,67000,67000320,東光里,住宅,50,0,0,10,0,0,0,0,0,0
20150409,67000,67000320,東光里,住宅,50,1,6,11,0,1,2,1,6,3
20150423,67000,67000320,東光里,住宅,50,3,8,18,0,3,6,2,12,4
20150506,67000,67000320,東光里,住宅,50,0,3,14,0,0,0,0,0,0
20150519,67000,67000320,東光里,住宅,50,0,0,14,0,0,0,0,0,0
20150616,67000,67000320,東光里,住宅,50,0,1,17,0,0,0,0,0,0
20150815,67000,67000320,東光里,住宅,50,0,0,6,0,0,0,0,0,0
20151022,67000,67000320,東光里,住宅,157,0,39,66,0,0,0,0,0,0
20151028,67000,67000320,東光里,住宅,69,1,29,3,1,0,1,1,3,2
20150224,67000,67000320,東安里,住宅,50,1,0,14,0,1,2,1,7,3
20150306,67000,67000320,東安里,住宅,50,0,0,12,0,0,0,0,0,0
